"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Mettl24",3.9070557011006e-15,0.341520690174301,0.032,0.019,8.53183753449337e-11,"A_3m","Mettl2"
"A230050P20Rik1",3.928029837854e-15,0.928818338629988,0.013,0.006,8.57763875692177e-11,"A_3m","A230050P20Rik"
"Hist2h2be2",3.93247510695026e-15,0.599237399756582,0.017,0.008,8.58734589104728e-11,"A_3m","Hist2h2be"
"Rab33b2",4.03134751988829e-15,0.218241580018531,0.056,0.039,8.80325357918005e-11,"A_3m","Rab33b"
"Nrarp2",4.26459453591954e-15,0.339040580117641,0.065,0.045,9.3125950880875e-11,"A_3m","Nrarp"
"Inpp5d1",4.3191532978689e-15,0.342156370346546,0.061,0.042,9.43173505655632e-11,"A_3m","Inpp5d"
"Bag42",4.33345149840357e-15,0.319476781770418,0.042,0.027,9.46295803706388e-11,"A_3m","Bag4"
"Arhgap122",4.35966191450847e-15,0.210703559296155,0.056,0.038,9.52019372271214e-11,"A_3m","Arhgap12"
"Nle11",4.4290600559167e-15,0.844770667608072,0.019,0.01,9.67173844410530e-11,"A_3m","Nle1"
"Gucy1a32",4.50847854412994e-15,0.205531260514177,0.017,0.008,9.84516459681654e-11,"A_3m","Gucy1a3"
"Tmem87b2",4.52826846413605e-15,0.409166718966113,0.057,0.039,9.8883798451339e-11,"A_3m","Tmem87b"
"Gpr192",4.70677042748096e-15,0.656987835970529,0.049,0.033,1.02781745824902e-10,"A_3m","Gpr19"
"Fam107b2",4.92382624344708e-15,0.328816361931307,0.038,0.024,1.07521593678154e-10,"A_3m","Fam107b"
"Tnfrsf1b1",5.1943694900182e-15,0.814514605419784,0.027,0.015,1.13429446553528e-10,"A_3m","Tnfrsf1b"
"Pfas1",5.22161930038548e-15,0.521059807637243,0.032,0.02,1.14024500662518e-10,"A_3m","Pfas"
"Fbxo251",5.3122214985248e-15,0.208512918840102,0.044,0.029,1.16002980863286e-10,"A_3m","Fbxo25"
"Uqcc11",5.38593711106085e-15,0.14543719768542,0.044,0.029,1.17612708694236e-10,"A_3m","Uqcc1"
"Brd82",5.49042559836302e-15,0.215733335439464,0.092,0.069,1.19894423791453e-10,"A_3m","Brd8"
"Smyd31",5.75145953131517e-15,0.548049099848082,0.033,0.02,1.25594621785329e-10,"A_3m","Smyd3"
"Tcof11",5.98942032388295e-15,0.336414827229814,0.045,0.03,1.30790971612632e-10,"A_3m","Tcof1"
"Zfp3581",6.01183993499717e-15,0.457785814968094,0.046,0.03,1.31280548660533e-10,"A_3m","Zfp358"
"Sp1102",6.26459352123517e-15,0.745235767219096,0.036,0.022,1.36799928723212e-10,"A_3m","Sp110"
"Bzrap1",6.46870735030524e-15,0.260290584423255,0.011,0.005,1.41257162408616e-10,"A_3m","Bzrap1"
"Nsun51",6.78541904513245e-15,0.922547775774178,0.022,0.012,1.48173195688557e-10,"A_3m","Nsun5"
"Uckl12",6.80076590958697e-15,0.136348500631182,0.056,0.038,1.48508325167651e-10,"A_3m","Uckl1"
"Ptcd32",6.94288498816417e-15,0.102466152511976,0.038,0.024,1.51611779486541e-10,"A_3m","Ptcd3"
"Pxn1",6.95710461175898e-15,0.368157271520797,0.05,0.034,1.51922293406981e-10,"A_3m","Pxn"
"Swap701",7.1782605622452e-15,0.597509190978733,0.048,0.032,1.56751675897749e-10,"A_3m","Swap70"
"Tmem41b1",7.31240040297968e-15,0.327622539721265,0.069,0.05,1.59680887599867e-10,"A_3m","Tmem41b"
"Metap12",7.45004723532889e-15,0.342109663544715,0.042,0.027,1.62686681477877e-10,"A_3m","Metap1"
"Rps6ka22",8.0594102015767e-15,0.274181181429689,0.014,0.007,1.7599334057183e-10,"A_3m","Rps6ka2"
"Cep781",8.06699981401109e-15,0.585830362661051,0.022,0.012,1.7615907493856e-10,"A_3m","Cep78"
"Fn12",8.11199499800342e-15,0.132594528255928,0.05,0.034,1.77141634771401e-10,"A_3m","Fn1"
"Cfap532",8.31899928300578e-15,0.271216271948467,0.013,0.006,1.81661987342997e-10,"A_3m","Cfap53"
"Rab291",8.8909838367776e-15,0.759940785934622,0.027,0.015,1.94152414043712e-10,"A_3m","Rab29"
"Lect11",9.20037434303767e-15,0.866953262077195,0.01,0.004,2.00908574528914e-10,"A_3m","Lect1"
"Nup1072",9.42161110538479e-15,0.777188298215558,0.018,0.009,2.05739721708288e-10,"A_3m","Nup107"
"Rabif1",9.4961692270564e-15,0.355319850655281,0.04,0.025,2.07367847411231e-10,"A_3m","Rabif"
"Pitpnm11",9.73174449576439e-15,0.531169892700178,0.024,0.013,2.12512104554007e-10,"A_3m","Pitpnm1"
"Creb12",9.98696369472378e-15,0.168800808478664,0.068,0.049,2.18085326201683e-10,"A_3m","Creb1"
"Lbx21",1.01306331106022e-14,1.0051183936442,0.012,0.006,2.21222635236221e-10,"A_3m","Lbx2"
"Nup153",1.08400824407801e-14,0.158157838256937,0.037,0.023,2.36714880259315e-10,"A_3m","Nup153"
"Arl161",1.12895887537908e-14,0.196406789695744,0.038,0.024,2.4653074961653e-10,"A_3m","Arl16"
"2310001H17Rik1",1.14404543501646e-14,1.34418888684998,0.013,0.006,2.49825201644544e-10,"A_3m","2310001H17Rik"
"Sin3a1",1.15043599957645e-14,0.526942231902103,0.037,0.024,2.51220709227509e-10,"A_3m","Sin3a"
"Ccna21",1.16611073137709e-14,0.569735365782253,0.012,0.005,2.54643600410816e-10,"A_3m","Ccna2"
"Usp392",1.17242000660748e-14,0.186401534100213,0.049,0.033,2.56021356842877e-10,"A_3m","Usp39"
"Gata21",1.24286216408614e-14,0.863187036626206,0.025,0.015,2.7140381077149e-10,"A_3m","Gata2"
"Cep1262",1.2667804371443e-14,0.378813489245227,0.019,0.01,2.766268440592e-10,"A_3m","Cep126"
"Gsdmd1",1.27089993777588e-14,0.546030629190473,0.039,0.025,2.77526419412119e-10,"A_3m","Gsdmd"
"Ctgf",1.28924586913851e-14,0.55313449604456,0.01,0.004,2.81532620443776e-10,"A_3m","Ctgf"
"Nfx11",1.30044016370913e-14,0.342112710659712,0.058,0.041,2.83977118549162e-10,"A_3m","Nfx1"
"Cdca82",1.31250551147571e-14,0.190684725876998,0.02,0.011,2.86611828540951e-10,"A_3m","Cdca8"
"Lmf11",1.3203851848465e-14,0.379677973659904,0.074,0.054,2.8833251281493e-10,"A_3m","Lmf1"
"Serpinb92",1.34075465370838e-14,0.505377657046563,0.034,0.021,2.92780593730299e-10,"A_3m","Serpinb9"
"Hmcn11",1.54632491053778e-14,0.900429545347026,0.034,0.021,3.37670970714136e-10,"A_3m","Hmcn1"
"Fam109a",1.5847617458859e-14,0.278669447281451,0.014,0.007,3.46064422449104e-10,"A_3m","Fam109a"
"Ghr2",1.60415463800164e-14,0.362753186178898,0.03,0.018,3.50299248300417e-10,"A_3m","Ghr"
"Hmgb22",1.66298848864348e-14,0.183766840984616,0.138,0.109,3.63146796265077e-10,"A_3m","Hmgb2"
"Uhrf1bp1l1",1.70439710679759e-14,0.210602931681141,0.031,0.019,3.72189196211389e-10,"A_3m","Uhrf1bp1l"
"Mpped21",1.71744652403935e-14,0.725814248168821,0.05,0.034,3.75038797454473e-10,"A_3m","Mpped2"
"Gdap1l11",1.76140013919925e-14,0.513007643414475,0.02,0.011,3.8463694839694e-10,"A_3m","Gdap1l1"
"Mcm31",1.77869456633185e-14,0.344799516170195,0.032,0.019,3.88413532449886e-10,"A_3m","Mcm3"
"Ctns1",1.78612583239604e-14,0.75138204769035,0.029,0.017,3.90036298020322e-10,"A_3m","Ctns"
"Acbd42",1.81394597518613e-14,0.496949655837326,0.035,0.022,3.96111382601396e-10,"A_3m","Acbd4"
"St6galnac42",1.81775066631315e-14,0.357356345404007,0.062,0.044,3.96942213002802e-10,"A_3m","St6galnac4"
"Bcl2a1a1",1.86579560229964e-14,0.785057154098781,0.024,0.013,4.07433785674173e-10,"A_3m","Bcl2a1a"
"Sgpl11",1.87267860472112e-14,0.499627107411044,0.049,0.033,4.0893682691295e-10,"A_3m","Sgpl1"
"9430038I01Rik1",1.93138309708445e-14,0.426927382264815,0.035,0.021,4.21756126910331e-10,"A_3m","9430038I01Rik"
"Nsun62",1.93925233239005e-14,0.716844071713385,0.039,0.025,4.23474531824014e-10,"A_3m","Nsun6"
"Mtfmt2",1.97401145490956e-14,0.362027095161949,0.025,0.014,4.310648814086e-10,"A_3m","Mtfmt"
"Fastkd51",2.14432128978244e-14,0.910483601534158,0.012,0.005,4.68255440049792e-10,"A_3m","Fastkd5"
"Pdia51",2.17755502413555e-14,1.00542295470927,0.014,0.007,4.75512690620479e-10,"A_3m","Pdia5"
"Pomc1",2.19917173571144e-14,0.368545173668297,0.031,0.019,4.80233131927306e-10,"A_3m","Pomc"
"Rnf61",2.20094863008486e-14,0.252338169535786,0.075,0.055,4.80621152351631e-10,"A_3m","Rnf6"
"Rbpms2",2.34810768326606e-14,0.753053009671339,0.02,0.011,5.1275627479481e-10,"A_3m","Rbpms2"
"Tars21",2.39179877280244e-14,0.490664355936554,0.037,0.023,5.22297098016869e-10,"A_3m","Tars2"
"Pigv1",2.4186255142667e-14,0.362968249151045,0.033,0.021,5.2815525355042e-10,"A_3m","Pigv"
"Panx11",2.4808719838925e-14,0.582740616213621,0.013,0.006,5.41748015122605e-10,"A_3m","Panx1"
"Dr11",2.51240049926068e-14,0.213745067678185,0.044,0.029,5.48632897023556e-10,"A_3m","Dr1"
"Nme62",2.60162510979995e-14,0.135477527327082,0.034,0.021,5.68116875227016e-10,"A_3m","Nme6"
"Zfp5131",2.64646328731063e-14,0.436504092123661,0.039,0.025,5.77908188050023e-10,"A_3m","Zfp513"
"Zfp385b",2.65199269121759e-14,0.866628283691697,0.011,0.004,5.79115643981184e-10,"A_3m","Zfp385b"
"Ncaph1",2.73446201017658e-14,0.784750124963894,0.017,0.008,5.9712446916226e-10,"A_3m","Ncaph"
"Rnaseh2a2",2.7750937182542e-14,0.14019229433213,0.044,0.029,6.05997215255171e-10,"A_3m","Rnaseh2a"
"Rexo41",2.87251848309856e-14,0.331994278835934,0.045,0.03,6.27271861154232e-10,"A_3m","Rexo4"
"Nek61",2.97321417129378e-14,0.452003590656192,0.037,0.024,6.49260778585424e-10,"A_3m","Nek6"
"1810032O08Rik1",3.08968323337406e-14,0.361082254584945,0.012,0.006,6.74694127671894e-10,"A_3m","1810032O08Rik"
"Fam198a",3.2170782411061e-14,0.614716649272667,0.01,0.004,7.02513375510339e-10,"A_3m","Fam198a"
"Rpusd42",3.26946788347454e-14,0.498582633453779,0.025,0.014,7.13953701714335e-10,"A_3m","Rpusd4"
"Zfyve191",3.39127522510991e-14,0.348362389489506,0.048,0.032,7.40552770907252e-10,"A_3m","Zfyve19"
"Hars21",3.41094434984215e-14,0.541896865350252,0.03,0.018,7.4484791767503e-10,"A_3m","Hars2"
"Tmem1152",3.53629775684316e-14,0.313926369585388,0.07,0.051,7.72221341161841e-10,"A_3m","Tmem115"
"Psmf11",3.540921404795e-14,0.26132733320196,0.046,0.031,7.73231007165085e-10,"A_3m","Psmf1"
"Dancr1",3.56742598208761e-14,0.154249984975315,0.034,0.021,7.7901881170847e-10,"A_3m","Dancr"
"Scarf11",3.61057963879211e-14,1.30852465315296,0.018,0.009,7.88442275723032e-10,"A_3m","Scarf1"
"2210408F21Rik2",3.61390163817892e-14,0.312505622672575,0.027,0.016,7.89167700729131e-10,"A_3m","2210408F21Rik"
"Socs61",3.62675184559544e-14,0.688099113121321,0.04,0.026,7.91973800522675e-10,"A_3m","Socs6"
"Hbegf1",3.67136694386299e-14,0.266737411020618,0.054,0.037,8.01716399531361e-10,"A_3m","Hbegf"
"Rabepk2",3.77015669342428e-14,0.2524112458775,0.04,0.026,8.23289117143059e-10,"A_3m","Rabepk"
"Mrc11",3.87135063296519e-14,0.923376026519993,0.014,0.006,8.45386837720609e-10,"A_3m","Mrc1"
"D17H6S53E2",3.88086862128271e-14,0.643349715887843,0.025,0.014,8.47465280829506e-10,"A_3m","D17H6S53E"
"Mia31",3.90463243972737e-14,0.177533838687213,0.093,0.071,8.52654585863265e-10,"A_3m","Mia3"
"Tyw52",4.01058469033795e-14,0.201589838726849,0.041,0.026,8.75791378829097e-10,"A_3m","Tyw5"
"Top2a1",4.20716433166285e-14,0.455460719812291,0.016,0.008,9.18718475105216e-10,"A_3m","Top2a"
"Adhfe12",4.22200334216338e-14,0.324947065821239,0.043,0.028,9.21958869828218e-10,"A_3m","Adhfe1"
"Psen11",4.25115075640922e-14,0.455355143108222,0.058,0.04,9.28323790677082e-10,"A_3m","Psen1"
"Brf12",4.71321394904226e-14,0.133308864814599,0.043,0.028,1.02922453005236e-09,"A_3m","Brf1"
"Cdkl22",4.73548785536261e-14,0.353191399578622,0.015,0.007,1.03408848297553e-09,"A_3m","Cdkl2"
"6330407A03Rik1",4.78035097179723e-14,1.21628364221024,0.015,0.007,1.04388524171136e-09,"A_3m","6330407A03Rik"
"Tacc21",4.79601824569088e-14,0.222821947372821,0.025,0.014,1.04730650431152e-09,"A_3m","Tacc2"
"Ap3m11",4.86012872729193e-14,0.18728813044725,0.071,0.052,1.06130631017874e-09,"A_3m","Ap3m1"
"Cldn34c12",4.8755474138398e-14,0.356451648051148,0.032,0.02,1.0646732887602e-09,"A_3m","Cldn34c1"
"3110009E18Rik1",5.09705460805319e-14,0.333281169907484,0.032,0.02,1.11304381476058e-09,"A_3m","3110009E18Rik"
"Eftud21",5.16171565824749e-14,0.274446136978827,0.052,0.035,1.12716384829151e-09,"A_3m","Eftud2"
"Sfxn42",5.27815501045395e-14,0.604539110635564,0.022,0.012,1.15259070963283e-09,"A_3m","Sfxn4"
"Trmt121",5.32043637099416e-14,0.570759909611064,0.022,0.012,1.16182369033399e-09,"A_3m","Trmt12"
"Inpp5e1",5.42444777029167e-14,0.910108140326204,0.018,0.01,1.18453665959859e-09,"A_3m","Inpp5e"
"Fam47e2",5.52848486986045e-14,0.457259547395478,0.013,0.006,1.20725524103143e-09,"A_3m","Fam47e"
"Gmpr21",5.57696119848662e-14,0.121419646582368,0.078,0.058,1.21784101691352e-09,"A_3m","Gmpr2"
"Ints101",5.60869906785281e-14,0.307887468422849,0.044,0.029,1.22477161544702e-09,"A_3m","Ints10"
"Arid4a2",5.67477555000856e-14,0.153763217863865,0.098,0.076,1.23920073685537e-09,"A_3m","Arid4a"
"Spsb21",5.67661972222792e-14,0.291842206553194,0.042,0.027,1.23960344874291e-09,"A_3m","Spsb2"
"Ptpn142",5.809038151353e-14,0.368227797381366,0.018,0.009,1.26851966111095e-09,"A_3m","Ptpn14"
"Zfp8112",5.84079259424411e-14,0.745085806199623,0.014,0.007,1.27545387880509e-09,"A_3m","Zfp811"
"Cdk71",6.50505209433929e-14,0.142440304779784,0.043,0.028,1.42050822584087e-09,"A_3m","Cdk7"
"Slc1a11",6.90222783701228e-14,0.650716018186662,0.038,0.024,1.50723949276837e-09,"A_3m","Slc1a1"
"E2f51",7.18148371221477e-14,0.324404137435555,0.053,0.036,1.56822059823634e-09,"A_3m","E2f5"
"Afg3l12",7.24297079482997e-14,0.103484460360106,0.078,0.058,1.58164753246702e-09,"A_3m","Afg3l1"
"R3hcc1l",7.27832873057804e-14,0.542166408180245,0.028,0.016,1.58936864489633e-09,"A_3m","R3hcc1l"
"Tamm412",7.32000538790944e-14,0.461664754533899,0.021,0.012,1.59846957655779e-09,"A_3m","Tamm41"
"Acss11",7.32641124695051e-14,0.167119155865462,0.056,0.039,1.59986842399658e-09,"A_3m","Acss1"
"Pxdc11",7.57000295528976e-14,0.532062811171782,0.032,0.019,1.65306154534663e-09,"A_3m","Pxdc1"
"Cdk11",7.59053332517591e-14,0.278545995032595,0.021,0.011,1.65754476221866e-09,"A_3m","Cdk1"
"Dck1",7.65077390637947e-14,0.687557567597623,0.02,0.011,1.67069949793608e-09,"A_3m","Dck"
"Sgsm32",7.81071937543145e-14,0.430981837670923,0.027,0.016,1.70562679001296e-09,"A_3m","Sgsm3"
"Gpr65",7.86303379354424e-14,1.39510703201772,0.012,0.006,1.71705068949626e-09,"A_3m","Gpr65"
"Bhlhb91",8.11768022319403e-14,0.158697008128284,0.045,0.03,1.77265783033888e-09,"A_3m","Bhlhb9"
"Ctdspl21",8.15929418654907e-14,0.369416030939755,0.049,0.034,1.78174507151672e-09,"A_3m","Ctdspl2"
"Rnf441",8.3704865108326e-14,0.289865333821578,0.052,0.035,1.82786313937051e-09,"A_3m","Rnf44"
"Exd21",8.67552533540917e-14,0.303768693816186,0.044,0.029,1.8944744674933e-09,"A_3m","Exd2"
"Exog1",8.72346106093872e-14,0.808821113949273,0.019,0.01,1.90494219187719e-09,"A_3m","Exog"
"Tysnd12",9.76119224305204e-14,0.415364677609875,0.045,0.03,2.13155155011527e-09,"A_3m","Tysnd1"
"6330418K02Rik1",9.99016378004258e-14,0.391618633756535,0.023,0.013,2.1815520646479e-09,"A_3m","6330418K02Rik"
"Syt122",1.01023893860528e-13,0.579387704793533,0.015,0.007,2.20605877023234e-09,"A_3m","Syt12"
"Upp12",1.03442259432979e-13,0.103044728628401,0.023,0.013,2.25886861923797e-09,"A_3m","Upp1"
"Efna11",1.0818896067686e-13,0.377931637328781,0.04,0.026,2.36252233430058e-09,"A_3m","Efna1"
"Btbd92",1.11500574581108e-13,0.381064118975255,0.055,0.038,2.43483804712765e-09,"A_3m","Btbd9"
"Homez1",1.12058226614691e-13,0.471848390748484,0.021,0.011,2.44701549458501e-09,"A_3m","Homez"
"Msra1",1.14504251311985e-13,0.187125644488117,0.038,0.025,2.50042933589981e-09,"A_3m","Msra"
"Vit1",1.15266078869716e-13,0.814243589334283,0.02,0.011,2.51706536427799e-09,"A_3m","Vit"
"Crcp1",1.20097206803772e-13,0.265081447798316,0.041,0.027,2.62256270497396e-09,"A_3m","Crcp"
"Armc81",1.24073890546034e-13,0.322394299158309,0.047,0.032,2.70940154785374e-09,"A_3m","Armc8"
"Ppm1e",1.27382196522495e-13,0.153515849564269,0.018,0.009,2.78164502546173e-09,"A_3m","Ppm1e"
"C130074G19Rik1",1.31853405620141e-13,0.438218048221452,0.031,0.019,2.87928281852703e-09,"A_3m","C130074G19Rik"
"Rpap32",1.4060646097863e-13,0.120855963154951,0.049,0.034,3.07042328839034e-09,"A_3m","Rpap3"
"Srp54a2",1.42313761205792e-13,0.165503179510147,0.027,0.016,3.10770560345088e-09,"A_3m","Srp54a"
"Nr2f23",1.43770454768878e-13,0.160592421003349,0.039,0.025,3.13951542078799e-09,"A_3m","Nr2f2"
"Krt1",1.47660235373415e-13,0.255400918356894,0.011,0.005,3.22445655984926e-09,"A_3m","Krt1"
"Cfap701",1.5186788005533e-13,0.385426957907585,0.011,0.005,3.31633889676823e-09,"A_3m","Cfap70"
"Cdc231",1.52057532911767e-13,0.466317178561434,0.047,0.032,3.32048034619426e-09,"A_3m","Cdc23"
"Pigu1",1.57141570229604e-13,0.362250531299684,0.048,0.033,3.43150046910387e-09,"A_3m","Pigu"
"Higd1b1",1.57805324467232e-13,0.767373525318698,0.034,0.021,3.44599487039095e-09,"A_3m","Higd1b"
"Rbm481",1.58934305082477e-13,0.313774680193112,0.042,0.028,3.47064842008604e-09,"A_3m","Rbm48"
"Ptpn22",1.6697352366771e-13,0.157084379228702,0.044,0.029,3.64620083633178e-09,"A_3m","Ptpn2"
"Mrpl101",1.73279733482548e-13,0.195191140979413,0.054,0.038,3.7839095400584e-09,"A_3m","Mrpl10"
"Noct1",1.85072151043056e-13,0.319967415796447,0.021,0.011,4.04142056232721e-09,"A_3m","Noct"
"H2-Q41",1.9102044197684e-13,0.748622334217993,0.033,0.021,4.17131339144826e-09,"A_3m","H2-Q4"
"Spc242",1.93234238163409e-13,0.4693691013932,0.016,0.008,4.21965605877437e-09,"A_3m","Spc24"
"Cnnm2",1.94312599743659e-13,0.485356417796926,0.028,0.017,4.24320424060229e-09,"A_3m","Cnnm2"
"Tmem1771",1.95983193681791e-13,0.700134086770336,0.018,0.01,4.27968500042928e-09,"A_3m","Tmem177"
"Sult1a11",2.02332516989824e-13,0.228257306564041,0.052,0.036,4.41833517350678e-09,"A_3m","Sult1a1"
"Trim261",2.03669758347519e-13,0.419837291977098,0.06,0.043,4.44753651303478e-09,"A_3m","Trim26"
"Gatb1",2.04436526335493e-13,0.422413575959267,0.028,0.016,4.46428042558817e-09,"A_3m","Gatb"
"Bloc1s61",2.07396063774151e-13,0.508980400571535,0.036,0.023,4.52890784463613e-09,"A_3m","Bloc1s6"
"Mcm41",2.122266236549e-13,0.364788020277525,0.029,0.018,4.63439278075205e-09,"A_3m","Mcm4"
"Pald11",2.13478471891437e-13,0.55070534214716,0.039,0.025,4.66172939069331e-09,"A_3m","Pald1"
"Intu1",2.14462257817133e-13,0.158753854560294,0.017,0.009,4.68321232395274e-09,"A_3m","Intu"
"2700097O09Rik2",2.21563133519148e-13,0.559918408526112,0.033,0.02,4.83827414665763e-09,"A_3m","2700097O09Rik"
"4933439C10Rik1",2.25198374949414e-13,0.629468279188008,0.022,0.012,4.91765691377036e-09,"A_3m","4933439C10Rik"
"Ints121",2.25724136719406e-13,0.459333582019313,0.027,0.016,4.92913797354168e-09,"A_3m","Ints12"
"Gemin22",2.3379992297018e-13,0.349360371152382,0.035,0.022,5.10548891789983e-09,"A_3m","Gemin2"
"4931440P22Rik1",2.41214917139072e-13,0.667657505666072,0.012,0.005,5.26741014556592e-09,"A_3m","4931440P22Rik"
"Cish",2.48763580532842e-13,0.808331740707117,0.01,0.004,5.43225030809567e-09,"A_3m","Cish"
"Gnl31",2.52317823868987e-13,0.249066219181149,0.067,0.049,5.50986431982707e-09,"A_3m","Gnl3"
"Rrp151",2.94967025515893e-13,0.323216513192713,0.043,0.029,6.44119493619056e-09,"A_3m","Rrp15"
"Chpf1",3.00310365348439e-13,0.253299096381446,0.027,0.016,6.55787744811387e-09,"A_3m","Chpf"
"Zfp9352",3.04029411862043e-13,0.231536638978544,0.017,0.009,6.63909026683143e-09,"A_3m","Zfp935"
"Abcc41",3.09575699486494e-13,0.30041280915069,0.029,0.018,6.76020454968656e-09,"A_3m","Abcc4"
"Anks31",3.12306512870841e-13,0.293160154926305,0.042,0.028,6.81983732156055e-09,"A_3m","Anks3"
"Tnfaip21",3.15898180134724e-13,1.16274301465214,0.012,0.005,6.89826855960197e-09,"A_3m","Tnfaip2"
"Tubb31",3.16802383432279e-13,0.646434426057739,0.099,0.076,6.91801364701068e-09,"A_3m","Tubb3"
"Clk41",3.28699026541123e-13,0.130366649537676,0.103,0.081,7.17780064257851e-09,"A_3m","Clk4"
"Arhgef3",3.41268261387781e-13,0.519010546004258,0.024,0.014,7.45227502392498e-09,"A_3m","Arhgef3"
"Zfp6231",3.43931064125028e-13,1.05172511350062,0.018,0.01,7.51042264729824e-09,"A_3m","Zfp623"
"Hdac102",3.71925025871719e-13,0.591876889308171,0.019,0.01,8.12172678996073e-09,"A_3m","Hdac10"
"Ccdc1371",3.74776889029693e-13,0.531373325573878,0.026,0.015,8.1840029257414e-09,"A_3m","Ccdc137"
"Wdr782",3.75275275560793e-13,0.130624414242935,0.02,0.011,8.19488619242103e-09,"A_3m","Wdr78"
"Tgfbi1",3.83032789138815e-13,0.664687349067658,0.027,0.016,8.3642870164243e-09,"A_3m","Tgfbi"
"Ehhadh",3.92376184990228e-13,0.861314973496737,0.01,0.004,8.5683187516316e-09,"A_3m","Ehhadh"
"Vps33b1",3.99984094240271e-13,0.176731325826012,0.026,0.015,8.73445266592479e-09,"A_3m","Vps33b"
"Dedd1",4.09461385771917e-13,0.327338137690404,0.043,0.029,8.94140828110135e-09,"A_3m","Dedd"
"Casp32",4.16349895857629e-13,0.213118906434784,0.034,0.022,9.09183267584304e-09,"A_3m","Casp3"
"Zfp4421",4.26189882352267e-13,0.564233041968213,0.023,0.013,9.30670846092645e-09,"A_3m","Zfp442"
"Dapk11",4.41726945552977e-13,0.61000144828104,0.026,0.016,9.64599131004036e-09,"A_3m","Dapk1"
"Ifrd21",4.55305576917556e-13,0.728742051421329,0.022,0.012,9.94250788314867e-09,"A_3m","Ifrd2"
"Clec14a2",4.5943472559676e-13,0.913265898403699,0.027,0.017,1.00326761028564e-08,"A_3m","Clec14a"
"6030458C11Rik2",4.59664541801078e-13,0.771285797195918,0.036,0.023,1.00376945993101e-08,"A_3m","6030458C11Rik"
"Cog21",4.73735281602334e-13,0.173014935941058,0.033,0.021,1.03449573443502e-08,"A_3m","Cog2"
"Kdm6b1",4.84882232910284e-13,0.445063341293168,0.063,0.045,1.05883733200619e-08,"A_3m","Kdm6b"
"Gm107901",4.86950406728328e-13,0.659948150486357,0.023,0.013,1.06335360317265e-08,"A_3m","Gm10790"
"Dhodh1",5.3623353919845e-13,0.441017641590943,0.031,0.019,1.17097317954765e-08,"A_3m","Dhodh"
"2310022A10Rik1",5.37888264547085e-13,0.774169587637424,0.021,0.012,1.17458660329147e-08,"A_3m","2310022A10Rik"
"Rps6ka32",5.41405264740236e-13,0.461513660101591,0.036,0.023,1.18226667661325e-08,"A_3m","Rps6ka3"
"Shcbp11",5.45244381072118e-13,0.642360032421801,0.01,0.004,1.19065015494718e-08,"A_3m","Shcbp1"
"Atg4d1",5.5401520396003e-13,0.221559659617486,0.047,0.032,1.20980300088752e-08,"A_3m","Atg4d"
"Gpatch12",5.62760589282512e-13,0.338815563877786,0.038,0.025,1.22890029881622e-08,"A_3m","Gpatch1"
"Rfx32",5.64398661757756e-13,0.336590615340848,0.035,0.022,1.23247735768041e-08,"A_3m","Rfx3"
"Nars21",5.75762258519726e-13,0.620450968744604,0.02,0.011,1.25729204392953e-08,"A_3m","Nars2"
"Cfap442",5.97162796327835e-13,0.685605244232692,0.014,0.007,1.30402439834109e-08,"A_3m","Cfap44"
"Rgs111",6.20490805208972e-13,1.47635792621738,0.01,0.004,1.35496577133483e-08,"A_3m","Rgs11"
"Daxx1",6.33503524267438e-13,0.516246083767547,0.037,0.024,1.3833816459428e-08,"A_3m","Daxx"
"Sorbs23",6.34462048905328e-13,0.300355428386765,0.056,0.039,1.38547477619456e-08,"A_3m","Sorbs2"
"Rfc32",6.82922517959767e-13,0.125554074595878,0.038,0.025,1.49129790246874e-08,"A_3m","Rfc3"
"Kazald11",6.88708010086693e-13,1.05239299231152,0.011,0.005,1.50393168162631e-08,"A_3m","Kazald1"
"Zfp385a2",7.0365395386385e-13,0.346664305761076,0.038,0.025,1.53656913905249e-08,"A_3m","Zfp385a"
"Atat11",7.14562013035981e-13,0.223167767591393,0.063,0.046,1.56038906786667e-08,"A_3m","Atat1"
