"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Resf1",0,2.71123120281814,0.093,0.014,0,"C_1m","Resf1"
"Eif3j2",0,6.9226591018283,0.08,0.001,0,"C_1m","Eif3j2"
"Pold4",0,2.15553570219527,0.099,0.02,0,"C_1m","Pold4"
"Eif2ak2",0,1.73554441399377,0.102,0.023,0,"C_1m","Eif2ak2"
"Enah",0,0.597492820312864,0.133,0.055,0,"C_1m","Enah"
"Trps1",0,0.615045372060655,0.135,0.057,0,"C_1m","Trps1"
"Cuedc1",0,0.588619165702458,0.123,0.045,0,"C_1m","Cuedc1"
"Tmem144",0,1.31602687192016,0.102,0.024,0,"C_1m","Tmem144"
"Tmx4",0,0.697700060528353,0.134,0.057,0,"C_1m","Tmx4"
"Gsdme",0,3.47350468938214,0.085,0.008,0,"C_1m","Gsdme"
"Git2",0,0.73805016074795,0.125,0.048,0,"C_1m","Git2"
"Ocel1",0,1.92376837695746,0.09,0.013,0,"C_1m","Ocel1"
"Chka",0,1.15778394112654,0.108,0.031,0,"C_1m","Chka"
"Vamp7",0,2.53241347811914,0.092,0.015,0,"C_1m","Vamp7"
"Dlgap1",0,0.932322071208513,0.118,0.041,0,"C_1m","Dlgap1"
"Frmd4a",0,0.861253085883873,0.126,0.05,0,"C_1m","Frmd4a"
"Gon4l",0,2.49696713485626,0.09,0.014,0,"C_1m","Gon4l"
"Stat2",0,2.01536878941761,0.091,0.015,0,"C_1m","Stat2"
"Ogfr",0,0.499461660717591,0.124,0.049,0,"C_1m","Ogfr"
"Hdgfl3",0,2.55962795837383,0.09,0.015,0,"C_1m","Hdgfl3"
"Trim30a",0,2.06099578325948,0.102,0.027,0,"C_1m","Trim30a"
"Gsr",0,0.82435071994188,0.121,0.046,0,"C_1m","Gsr"
"Sorl1",0,1.31023292391568,0.105,0.03,0,"C_1m","Sorl1"
"Igsf1",0,1.54184122944397,0.099,0.025,0,"C_1m","Igsf1"
"Odr4",0,2.33172538627419,0.092,0.018,0,"C_1m","Odr4"
"Selenoh",0,2.45047579812219,0.093,0.019,0,"C_1m","Selenoh"
"Gm8797",0,5.79140406549296,0.075,0.001,0,"C_1m","Gm8797"
"Tut4",0,2.41009647699618,0.091,0.017,0,"C_1m","Tut4"
"Washc3",0,3.01849382297797,0.088,0.014,0,"C_1m","Washc3"
"Hist3h2a",0,2.05054742542816,0.094,0.02,0,"C_1m","Hist3h2a"
"Mertk",0,1.72675620763666,0.096,0.023,0,"C_1m","Mertk"
"Tcaf1",0,1.50633827001499,0.096,0.023,0,"C_1m","Tcaf1"
"Kcnn2",0,1.33963943802749,0.099,0.026,0,"C_1m","Kcnn2"
"Itpkb",0,2.4996156455686,0.089,0.016,0,"C_1m","Itpkb"
"Casc4",0,0.481928114380579,0.122,0.049,0,"C_1m","Casc4"
"Herc6",0,2.45560916676839,0.086,0.013,0,"C_1m","Herc6"
"Il6st",0,0.777583956573888,0.111,0.039,0,"C_1m","Il6st"
"Zranb1",0,0.776462337053027,0.103,0.031,0,"C_1m","Zranb1"
"Gatd3a",0,2.47780548259321,0.089,0.017,0,"C_1m","Gatd3a"
"Soat1",0,0.826804940464903,0.115,0.044,0,"C_1m","Soat1"
"Tmem245",0,1.47599427332665,0.094,0.023,0,"C_1m","Tmem245"
"Pgm1",0,1.95060327069004,0.094,0.023,0,"C_1m","Pgm1"
"Adgrl3",0,2.42810058462067,0.083,0.012,0,"C_1m","Adgrl3"
"Sema4d",0,0.592367748056587,0.115,0.044,0,"C_1m","Sema4d"
"Nav2",0,1.00222386391622,0.102,0.031,0,"C_1m","Nav2"
"Cspp1",0,0.852789157627365,0.107,0.037,0,"C_1m","Cspp1"
"Entr1",0,2.81099782508984,0.082,0.012,0,"C_1m","Entr1"
"Adnp",0,2.30540045977689,0.085,0.015,0,"C_1m","Adnp"
"Irf9",0,1.17820459311738,0.098,0.028,0,"C_1m","Irf9"
"Kmt5b",0,2.59207600102473,0.083,0.013,0,"C_1m","Kmt5b"
"March7",0,0.494411199973869,0.105,0.035,0,"C_1m","March7"
"Rnf121",0,1.6824097644962,0.086,0.016,0,"C_1m","Rnf121"
"Mmut",0,2.39878243079145,0.087,0.017,0,"C_1m","Mmut"
"Maip1",0,3.27175431013245,0.079,0.01,0,"C_1m","Maip1"
"Plpbp",0,2.43390494717828,0.084,0.015,0,"C_1m","Plpbp"
"Gm12166",0,6.42735587942269,0.07,0.001,0,"C_1m","Gm12166"
"Npas3",0,0.78938192580246,0.11,0.041,0,"C_1m","Npas3"
"Hdgfl2",0,2.5847816507806,0.083,0.014,0,"C_1m","Hdgfl2"
"Slc25a23",0,0.6175088304279,0.109,0.04,0,"C_1m","Slc25a23"
"Fcho1",0,3.58021707129694,0.072,0.003,0,"C_1m","Fcho1"
"Cop1",0,2.58378196081977,0.082,0.014,0,"C_1m","Cop1"
"Maco1",0,2.6984823962247,0.081,0.013,0,"C_1m","Maco1"
"Mosmo",0,2.77080863756553,0.081,0.013,0,"C_1m","Mosmo"
"Zup1",0,3.01993584892454,0.079,0.011,0,"C_1m","Zup1"
"Ccnq",0,2.84143079036711,0.079,0.011,0,"C_1m","Ccnq"
"Btbd7",0,1.33871030080298,0.092,0.024,0,"C_1m","Btbd7"
"Dop1b",0,2.95965971294813,0.079,0.011,0,"C_1m","Dop1b"
"Sesn3",0,0.964051945715743,0.103,0.035,0,"C_1m","Sesn3"
"Slc25a36",0,1.80696580925164,0.086,0.018,0,"C_1m","Slc25a36"
"Paqr8",0,0.678394069091848,0.109,0.042,0,"C_1m","Paqr8"
"Igtp",0,1.55730062611437,0.091,0.024,0,"C_1m","Igtp"
"Supt20",0,1.75879724546083,0.086,0.019,0,"C_1m","Supt20"
"Lnpep",0,1.57161705851261,0.088,0.021,0,"C_1m","Lnpep"
"Ramac",0,2.00060393991771,0.085,0.019,0,"C_1m","Ramac"
"Wwc2",0,0.726493565025857,0.1,0.034,0,"C_1m","Wwc2"
"Zfp652",0,2.77231924377533,0.078,0.012,0,"C_1m","Zfp652"
"Tef",0,0.558410226336134,0.106,0.04,0,"C_1m","Tef"
"Thap12",0,3.05306006277221,0.077,0.012,0,"C_1m","Thap12"
"Gdpd3",0,4.35910172676047,0.068,0.003,0,"C_1m","Gdpd3"
"Trim9",0,1.03300006104435,0.097,0.032,0,"C_1m","Trim9"
"Aopep",0,2.35182007941033,0.079,0.014,0,"C_1m","Aopep"
"Smim27",0,2.57190321831003,0.079,0.015,0,"C_1m","Smim27"
"Ecpas",0,2.6730959674666,0.078,0.014,0,"C_1m","Ecpas"
"Grk3",0,2.61366224050848,0.076,0.012,0,"C_1m","Grk3"
"Emsy",0,0.879027802743009,0.094,0.03,0,"C_1m","Emsy"
"Tctex1d2",0,0.715321940325506,0.099,0.035,0,"C_1m","Tctex1d2"
"Myorg",0,3.57379248901533,0.071,0.007,0,"C_1m","Myorg"
"Tor3a",0,1.3178103460555,0.095,0.032,0,"C_1m","Tor3a"
"Mindy3",0,3.24676930446039,0.073,0.01,0,"C_1m","Mindy3"
"Itprid2",0,2.92636573530395,0.075,0.012,0,"C_1m","Itprid2"
"Mindy1",0,2.79426331647231,0.074,0.011,0,"C_1m","Mindy1"
"Gm37494",0,2.84932304808901,0.074,0.011,0,"C_1m","Gm37494"
"Ubl4a",0,2.94432295643627,0.073,0.01,0,"C_1m","Ubl4a"
"CAAA01118383.1",0,2.60589034951277,0.077,0.014,0,"C_1m","CAAA01118383.1"
"Sdc3",0,0.865617857048209,0.097,0.035,0,"C_1m","Sdc3"
"Bud23",0,2.87735585369575,0.073,0.011,0,"C_1m","Bud23"
"Mob1a",0,2.23888906767487,0.075,0.013,0,"C_1m","Mob1a"
"Hnrnpul1",0,0.850544292491602,0.091,0.029,0,"C_1m","Hnrnpul1"
"Rnf141",0,1.65025601940631,0.079,0.017,0,"C_1m","Rnf141"
"Washc4",0,2.6656545231403,0.073,0.011,0,"C_1m","Washc4"
"Rsad2",0,2.43026386803078,0.075,0.013,0,"C_1m","Rsad2"
"Cfap298",0,2.47872382511463,0.075,0.013,0,"C_1m","Cfap298"
"Grk2",0,2.77100300723256,0.073,0.011,0,"C_1m","Grk2"
"Gm14964",0,2.88264753849037,0.073,0.011,0,"C_1m","Gm14964"
"Tent5a",0,3.17651348681762,0.07,0.009,0,"C_1m","Tent5a"
"Gabbr2",0,2.22814751469458,0.072,0.011,0,"C_1m","Gabbr2"
"Vps35l",0,2.78062529217036,0.073,0.012,0,"C_1m","Vps35l"
"Gm26532",0,2.95149720139899,0.072,0.011,0,"C_1m","Gm26532"
"2900052N01Rik",0,1.22043618547154,0.095,0.034,0,"C_1m","2900052N01Rik"
"Ilrun",0,2.84881385758261,0.073,0.012,0,"C_1m","Ilrun"
"Nsd2",0,2.96860435636986,0.071,0.01,0,"C_1m","Nsd2"
"Ppp4r3a",0,2.93895302720862,0.071,0.01,0,"C_1m","Ppp4r3a"
"Wasf3",0,1.53470470067095,0.082,0.022,0,"C_1m","Wasf3"
"Tlr3",0,0.844444542511749,0.09,0.03,0,"C_1m","Tlr3"
"Mdga2",0,0.698041066140506,0.092,0.032,0,"C_1m","Mdga2"
"Slc25a27",0,0.551042939063415,0.088,0.028,0,"C_1m","Slc25a27"
"Eef1akmt2",0,2.76875209532534,0.07,0.011,0,"C_1m","Eef1akmt2"
"Bcl2",0,0.842889685488047,0.089,0.03,0,"C_1m","Bcl2"
"Iqcc",0,1.97991922246598,0.074,0.015,0,"C_1m","Iqcc"
"Nipsnap2",0,2.22333984848742,0.073,0.014,0,"C_1m","Nipsnap2"
"Irgm1",0,1.53416905451352,0.08,0.021,0,"C_1m","Irgm1"
"Rictor",0,0.735976588223053,0.091,0.032,0,"C_1m","Rictor"
"Mib1",0,2.39763016696147,0.072,0.013,0,"C_1m","Mib1"
"Myef2",0,2.4000470902476,0.07,0.012,0,"C_1m","Myef2"
"Ddx58",0,2.06281635694385,0.07,0.012,0,"C_1m","Ddx58"
"Nebl",0,1.63541318018011,0.08,0.022,0,"C_1m","Nebl"
"Gm48226",0,2.62031610821659,0.066,0.008,0,"C_1m","Gm48226"
"Rbm4",0,2.64850048343635,0.068,0.01,0,"C_1m","Rbm4"
"Lnpk",0,2.43387760835618,0.069,0.012,0,"C_1m","Lnpk"
"Etfrf1",0,2.7828989299777,0.068,0.011,0,"C_1m","Etfrf1"
"Arxes1",0,0.847456258034722,0.084,0.027,0,"C_1m","Arxes1"
"Parp12",0,1.29969118782432,0.08,0.023,0,"C_1m","Parp12"
"Erbb3",0,2.28916114512779,0.067,0.01,0,"C_1m","Erbb3"
"Ipo7",0,2.0233512912887,0.071,0.014,0,"C_1m","Ipo7"
"Rapgef5",0,1.23735169029953,0.078,0.021,0,"C_1m","Rapgef5"
"Eya2",0,4.54413573293457,0.057,0.001,0,"C_1m","Eya2"
"Gbp3",0,1.83354358110011,0.075,0.019,0,"C_1m","Gbp3"
"Strn",0,1.00733144114675,0.075,0.019,0,"C_1m","Strn"
"Mgat5",0,1.64355624641974,0.068,0.013,0,"C_1m","Mgat5"
"Prox1",0,0.488615855645705,0.079,0.024,0,"C_1m","Prox1"
"Dop1a",0,2.50786922016482,0.065,0.01,0,"C_1m","Dop1a"
"Tnpo1",0,1.03469354697073,0.077,0.022,0,"C_1m","Tnpo1"
"B3galt2",0,1.37291216081978,0.073,0.018,0,"C_1m","B3galt2"
"Hivep3",0,1.39832776571292,0.071,0.016,0,"C_1m","Hivep3"
"Prkar2a",0,1.40362757387064,0.075,0.02,0,"C_1m","Prkar2a"
"Zbp1",0,4.28707199532319,0.058,0.004,0,"C_1m","Zbp1"
"Trim30d",0,2.24261366000528,0.066,0.012,0,"C_1m","Trim30d"
"Otulinl",0,2.61367130783658,0.066,0.012,0,"C_1m","Otulinl"
"Dipk1a",0,2.94118828620987,0.062,0.008,0,"C_1m","Dipk1a"
"Ddx60",0,3.13559852795411,0.059,0.005,0,"C_1m","Ddx60"
"Dele1",0,2.6145903452358,0.064,0.01,0,"C_1m","Dele1"
"Ankrd13c",0,1.44376421533975,0.072,0.018,0,"C_1m","Ankrd13c"
"Adgrb3",0,1.39886259757968,0.069,0.016,0,"C_1m","Adgrb3"
"Gm4258",0,2.4364586214159,0.063,0.01,0,"C_1m","Gm4258"
"2410002F23Rik",0,2.99384282866,0.061,0.008,0,"C_1m","2410002F23Rik"
"Nkapd1",0,2.86251470636337,0.062,0.009,0,"C_1m","Nkapd1"
"Rnf227",0,3.78898675359872,0.059,0.006,0,"C_1m","Rnf227"
"Gng13",0,2.68654397361478,0.06,0.007,0,"C_1m","Gng13"
"Pds5a",0,1.27329361148079,0.072,0.019,0,"C_1m","Pds5a"
"Relch",0,2.52027538156126,0.063,0.011,0,"C_1m","Relch"
"Gm266",0,1.36311229898404,0.07,0.018,0,"C_1m","Gm266"
"Parp14",0,2.15823065667513,0.065,0.013,0,"C_1m","Parp14"
"Mcrip2",0,2.82554681599856,0.063,0.011,0,"C_1m","Mcrip2"
"Mthfd2l",0,1.65820363247146,0.073,0.021,0,"C_1m","Mthfd2l"
"Selenon",0,3.43647502537718,0.057,0.006,0,"C_1m","Selenon"
"Lrrc8b",0,1.79130497103872,0.062,0.011,0,"C_1m","Lrrc8b"
"Sox1ot",0,3.24560342345797,0.057,0.006,0,"C_1m","Sox1ot"
"Tap1",0,1.4555001691093,0.068,0.017,0,"C_1m","Tap1"
"Abraxas2",0,2.6580766316926,0.061,0.01,0,"C_1m","Abraxas2"
"Stimate",0,2.6239123904931,0.06,0.009,0,"C_1m","Stimate"
"Sgip1",0,0.728515926043226,0.072,0.021,0,"C_1m","Sgip1"
"Ago3",0,1.21506240834551,0.071,0.02,0,"C_1m","Ago3"
"D730003I15Rik",0,2.6797520666194,0.061,0.011,0,"C_1m","D730003I15Rik"
"Tmem87a",0,1.04890622968913,0.067,0.017,0,"C_1m","Tmem87a"
"Gcn1",0,2.36598755873349,0.061,0.011,0,"C_1m","Gcn1"
"Gm11361",0,7.40212628402506,0.05,0,0,"C_1m","Gm11361"
"Mrgbp",0,2.61614477459797,0.059,0.009,0,"C_1m","Mrgbp"
"6430590A07Rik",0,2.47514320657175,0.06,0.01,0,"C_1m","6430590A07Rik"
"Tmem178b",0,1.99062091966019,0.06,0.01,0,"C_1m","Tmem178b"
"Cacng7",0,2.52196957943752,0.059,0.009,0,"C_1m","Cacng7"
"Mtrex",0,2.35707530031053,0.06,0.01,0,"C_1m","Mtrex"
"Prim2",0,0.683447887328749,0.063,0.014,0,"C_1m","Prim2"
"Pip4p2",0,2.97839792344872,0.058,0.009,0,"C_1m","Pip4p2"
"Adgrb2",0,0.817404844551728,0.07,0.021,0,"C_1m","Adgrb2"
"Prag1",0,3.11639672615119,0.055,0.006,0,"C_1m","Prag1"
"Pwwp3a",0,2.56595549447829,0.058,0.009,0,"C_1m","Pwwp3a"
"Alkbh1",0,1.01100181486273,0.067,0.018,0,"C_1m","Alkbh1"
"Cryzl2",0,3.11185116556955,0.057,0.009,0,"C_1m","Cryzl2"
"Dnah14",0,3.49301992407481,0.052,0.004,0,"C_1m","Dnah14"
"Usp53",0,1.3658872652605,0.066,0.018,0,"C_1m","Usp53"
"Nwd1",0,1.31724678380838,0.067,0.019,0,"C_1m","Nwd1"
"Washc1",0,2.5920668297568,0.057,0.009,0,"C_1m","Washc1"
"Zfp931",0,2.47570723716462,0.057,0.01,0,"C_1m","Zfp931"
"Khdc4",0,2.81707004875975,0.055,0.008,0,"C_1m","Khdc4"
"Fcor",0,3.13908370510907,0.054,0.007,0,"C_1m","Fcor"
"Retreg3",0,2.71976340644072,0.055,0.008,0,"C_1m","Retreg3"
"Rnase1",0,2.27273450550816,0.055,0.008,0,"C_1m","Rnase1"
"Parp9",0,1.42018887180288,0.062,0.015,0,"C_1m","Parp9"
"Ints6l",0,2.62991484837818,0.055,0.008,0,"C_1m","Ints6l"
"Nlgn3",0,1.65499322040152,0.058,0.011,0,"C_1m","Nlgn3"
"Pakap.1",0,2.40673439429832,0.058,0.012,0,"C_1m","Pakap.1"
"Abhd2",0,1.59780533316966,0.063,0.017,0,"C_1m","Abhd2"
"Gatd1",0,2.7618212394091,0.055,0.009,0,"C_1m","Gatd1"
"Dvl3",0,2.17218192653842,0.055,0.009,0,"C_1m","Dvl3"
"Nectin3",0,3.27827847034636,0.052,0.006,0,"C_1m","Nectin3"
"Fndc5",0,1.4399970166792,0.058,0.013,0,"C_1m","Fndc5"
"Cit",0,1.99648864098688,0.057,0.012,0,"C_1m","Cit"
"Nectin1",0,2.85558738129969,0.052,0.007,0,"C_1m","Nectin1"
"Cybc1",0,2.680089400445,0.053,0.008,0,"C_1m","Cybc1"
"Hmbox1",0,1.39269353512157,0.06,0.015,0,"C_1m","Hmbox1"
"Cplane1",0,2.76805951340028,0.054,0.009,0,"C_1m","Cplane1"
"Kcnq3",0,1.60934434085964,0.056,0.011,0,"C_1m","Kcnq3"
"Ifi44",0,3.69410598178459,0.049,0.005,0,"C_1m","Ifi44"
"Rlf",0,2.45713091256988,0.053,0.009,0,"C_1m","Rlf"
"Plac8",0,3.55639739571503,0.047,0.003,0,"C_1m","Plac8"
"4930581F22Rik",0,1.39598344258379,0.059,0.015,0,"C_1m","4930581F22Rik"
"Ighm",0,2.45482158400939,0.053,0.009,0,"C_1m","Ighm"
"Atpsckmt",0,2.52313712349138,0.053,0.009,0,"C_1m","Atpsckmt"
"Ago2",0,1.28071182744456,0.061,0.017,0,"C_1m","Ago2"
"Selenoo",0,2.57521571431025,0.053,0.009,0,"C_1m","Selenoo"
"Gm33727",0,2.22940186119519,0.053,0.009,0,"C_1m","Gm33727"
"Jcad",0,2.64687207205747,0.052,0.008,0,"C_1m","Jcad"
"Gm49980",0,4.90198534213877,0.046,0.002,0,"C_1m","Gm49980"
"Tshz2",0,1.73432908793307,0.056,0.013,0,"C_1m","Tshz2"
"Inka1",0,2.82558500341451,0.049,0.006,0,"C_1m","Inka1"
"Ciao3",0,2.68669374506538,0.05,0.007,0,"C_1m","Ciao3"
"Gm42067",0,3.27828695432702,0.049,0.006,0,"C_1m","Gm42067"
"Uxs1",0,2.138297307731,0.053,0.01,0,"C_1m","Uxs1"
"Upp2",0,2.61921119472603,0.052,0.009,0,"C_1m","Upp2"
"9930111J21Rik2",0,2.52496844567541,0.052,0.009,0,"C_1m","9930111J21Rik2"
"Prrt1",0,1.93095345260561,0.053,0.01,0,"C_1m","Prrt1"
"Shld1",0,2.70425689265836,0.05,0.008,0,"C_1m","Shld1"
"Mir9-3hg",0,3.37154312865896,0.047,0.005,0,"C_1m","Mir9-3hg"
"Trim34a",0,1.61397759339157,0.056,0.014,0,"C_1m","Trim34a"
"Heg1",0,1.59956229388302,0.056,0.014,0,"C_1m","Heg1"
"Kcne1l",0,1.61703416190765,0.056,0.014,0,"C_1m","Kcne1l"
"P2ry1",0,2.64946361890807,0.045,0.003,0,"C_1m","P2ry1"
"Virma",0,2.43358607454941,0.051,0.009,0,"C_1m","Virma"
"Gbp6",0,5.88109096849488,0.043,0.001,0,"C_1m","Gbp6"
"Mical2",0,1.77428971651154,0.052,0.01,0,"C_1m","Mical2"
"Fam8a1",0,1.73395680687534,0.053,0.011,0,"C_1m","Fam8a1"
"Ifit2",0,1.97921857076111,0.054,0.012,0,"C_1m","Ifit2"
"Gm2000",0,3.17509622389212,0.048,0.007,0,"C_1m","Gm2000"
"Ifi202b",0,14.9313991301533,0.041,0,0,"C_1m","Ifi202b"
"Gabra2",0,2.06704826671552,0.049,0.008,0,"C_1m","Gabra2"
"Fam57a",0,1.90701208961641,0.047,0.006,0,"C_1m","Fam57a"
"Carmil1",0,3.29634715008803,0.046,0.005,0,"C_1m","Carmil1"
"Gm4221",0,3.11812657523301,0.046,0.005,0,"C_1m","Gm4221"
"Isg20",0,2.42184272184835,0.052,0.011,0,"C_1m","Isg20"
"Amz2",0,2.3874913497976,0.051,0.01,0,"C_1m","Amz2"
"Gm10561",0,3.02254126510964,0.046,0.006,0,"C_1m","Gm10561"
"Eloa",0,2.62028187820006,0.047,0.007,0,"C_1m","Eloa"
"Gramd1b",0,1.85591902919889,0.053,0.013,0,"C_1m","Gramd1b"
"Tent2",0,2.73863812944826,0.047,0.007,0,"C_1m","Tent2"
"Clcn5",0,1.98313700313812,0.048,0.008,0,"C_1m","Clcn5"
"Tbc1d20",0,1.22918181164959,0.052,0.012,0,"C_1m","Tbc1d20"
"Mid1",0,1.44715828687774,0.05,0.011,0,"C_1m","Mid1"
"Wrap73",0,2.90134205438779,0.046,0.007,0,"C_1m","Wrap73"
"Selenoi",0,3.17766314609308,0.045,0.006,0,"C_1m","Selenoi"
"Gm30025",0,2.87091074624983,0.047,0.008,0,"C_1m","Gm30025"
"Bricd5",0,2.17686873736658,0.045,0.006,0,"C_1m","Bricd5"
"1500015A07Rik",0,2.25010247976157,0.047,0.008,0,"C_1m","1500015A07Rik"
"Gm26881",0,3.45711738119242,0.043,0.004,0,"C_1m","Gm26881"
"Mir124-2hg",0,3.43352502352202,0.042,0.004,0,"C_1m","Mir124-2hg"
"Gm28320",0,2.41931461928097,0.044,0.006,0,"C_1m","Gm28320"
"Gm14305",0,2.19730332300106,0.046,0.008,0,"C_1m","Gm14305"
"Zc3hav1",0,1.85041115110891,0.048,0.01,0,"C_1m","Zc3hav1"
"Tmem117",0,1.25083753064305,0.048,0.01,0,"C_1m","Tmem117"
"Vps26c",0,2.8388781964626,0.044,0.006,0,"C_1m","Vps26c"
"Apcdd1",0,2.58790705732734,0.046,0.008,0,"C_1m","Apcdd1"
"Sqor",0,2.47165765833201,0.048,0.011,0,"C_1m","Sqor"
"Miga1",0,2.23479453742671,0.046,0.009,0,"C_1m","Miga1"
"Ints11",0,2.71808012367262,0.044,0.007,0,"C_1m","Ints11"
"Bmt2",0,2.64291229240717,0.044,0.007,0,"C_1m","Bmt2"
"Ints13",0,2.83762640367998,0.043,0.006,0,"C_1m","Ints13"
"Dipk2a",0,2.93448532134305,0.043,0.006,0,"C_1m","Dipk2a"
"Lpcat1",0,2.22763887414261,0.046,0.009,0,"C_1m","Lpcat1"
"Tmem267",0,3.85138434941412,0.04,0.003,0,"C_1m","Tmem267"
"Masp1",0,3.09369001012281,0.039,0.002,0,"C_1m","Masp1"
"Map11",0,3.13548124637132,0.041,0.005,0,"C_1m","Map11"
"Eipr1",0,3.07234229810557,0.042,0.006,0,"C_1m","Eipr1"
"Ogdhl",0,3.31772746949411,0.04,0.004,0,"C_1m","Ogdhl"
"Xylt1",0,2.56856149343465,0.043,0.007,0,"C_1m","Xylt1"
"Mrtfb",0,1.93992089010821,0.045,0.009,0,"C_1m","Mrtfb"
"5730480H06Rik",0,2.49757936132988,0.042,0.007,0,"C_1m","5730480H06Rik"
"Msi1",0,2.53456721594902,0.042,0.007,0,"C_1m","Msi1"
"Fbh1",0,2.72594410546313,0.043,0.008,0,"C_1m","Fbh1"
"Grid2",0,2.00055998572937,0.043,0.008,0,"C_1m","Grid2"
"Arhgap45",0,2.25538329193117,0.043,0.008,0,"C_1m","Arhgap45"
"Foxg1",0,2.52558465945808,0.043,0.008,0,"C_1m","Foxg1"
"Tmem250-ps",0,2.77402140842109,0.041,0.007,0,"C_1m","Tmem250-ps"
"Plekhn1",0,2.31704196649144,0.041,0.007,0,"C_1m","Plekhn1"
"Npsr1",0,12.9837872754525,0.034,0,0,"C_1m","Npsr1"
"Amt",0,3.12186483862293,0.039,0.005,0,"C_1m","Amt"
"Gm15912",0,2.28935401033878,0.04,0.006,0,"C_1m","Gm15912"
"Gm20342",0,2.58740305206363,0.039,0.006,0,"C_1m","Gm20342"
"Spout1",0,2.75667633191454,0.039,0.006,0,"C_1m","Spout1"
"Garem2",0,3.87232271997132,0.035,0.002,0,"C_1m","Garem2"
"AI480526",0,2.81243100151481,0.04,0.007,0,"C_1m","AI480526"
"Castor1",0,2.72553634643503,0.038,0.005,0,"C_1m","Castor1"
"Hba-a1",0,4.54507573457318,0.035,0.002,0,"C_1m","Hba-a1"
"Togaram1",0,2.57704407749854,0.039,0.006,0,"C_1m","Togaram1"
"6720427I07Rik",0,3.05711031986691,0.037,0.004,0,"C_1m","6720427I07Rik"
"Yju2",0,2.79187403553248,0.039,0.006,0,"C_1m","Yju2"
"Gm4951",0,3.02726348711305,0.034,0.003,0,"C_1m","Gm4951"
"Rhcg",0,2.19947830946811,0.037,0.006,0,"C_1m","Rhcg"
"Gm49708",0,2.87967883136401,0.037,0.006,0,"C_1m","Gm49708"
"Fam241a",0,2.95168760190353,0.036,0.005,0,"C_1m","Fam241a"
"Dmac2",0,2.80975540234442,0.036,0.005,0,"C_1m","Dmac2"
"Clba1",0,3.29923009771395,0.036,0.005,0,"C_1m","Clba1"
"Rnaset2a",0,3.12821019768453,0.036,0.005,0,"C_1m","Rnaset2a"
"Ccn1",0,2.92373172887763,0.035,0.005,0,"C_1m","Ccn1"
"Hectd4",0,2.79077850365038,0.035,0.005,0,"C_1m","Hectd4"
"Dmac2l",0,2.89253447151889,0.035,0.005,0,"C_1m","Dmac2l"
"Tent4a",0,3.36303925944282,0.033,0.003,0,"C_1m","Tent4a"
"Timm29",0,2.7324691442142,0.035,0.006,0,"C_1m","Timm29"
"Gucy1b1",0,3.00482486396288,0.034,0.005,0,"C_1m","Gucy1b1"
"E330009J07Rik",0,2.22956107355593,0.034,0.005,0,"C_1m","E330009J07Rik"
"Trmt9b",0,2.90733734813673,0.033,0.004,0,"C_1m","Trmt9b"
"Dlk2",0,2.16726451028152,0.031,0.002,0,"C_1m","Dlk2"
"Fam227b",0,4.50626410397726,0.029,0.001,0,"C_1m","Fam227b"
"Zdhhc2",0,2.09971407892175,0.032,0.004,0,"C_1m","Zdhhc2"
"Gm11713",0,3.29570989130749,0.031,0.003,0,"C_1m","Gm11713"
"Ess2",0,2.94661277162139,0.032,0.004,0,"C_1m","Ess2"
"Rarres1",0,2.08258843823554,0.031,0.004,0,"C_1m","Rarres1"
"Hist2h2ac",0,2.51841140232488,0.03,0.003,0,"C_1m","Hist2h2ac"
"LTO1",0,2.71728489561447,0.03,0.004,0,"C_1m","LTO1"
"Gm32031",0,3.76618469477795,0.028,0.003,0,"C_1m","Gm32031"
"Mrm3",0,3.35583971462713,0.028,0.003,0,"C_1m","Mrm3"
"H2-Q6",0,6.2269835004853,0.025,0,0,"C_1m","H2-Q6"
"Hdhd5",0,3.66284779366187,0.027,0.003,0,"C_1m","Hdhd5"
"Yjefn3",0,3.51615740432814,0.027,0.003,0,"C_1m","Yjefn3"
"Gm49767",0,5.04394796119367,0.025,0.001,0,"C_1m","Gm49767"
"Gm33594",0,3.00328776385861,0.025,0.002,0,"C_1m","Gm33594"
"Trac",0,4.22233509866264,0.024,0.001,0,"C_1m","Trac"
"Shisal1",0,3.51780320264486,0.025,0.003,0,"C_1m","Shisal1"
"Oasl1",0,3.16266893681015,0.024,0.002,0,"C_1m","Oasl1"
"Gm7324",0,6.99893694102973,0.021,0,0,"C_1m","Gm7324"
"Csprs",0,12.8438376669057,0.019,0,0,"C_1m","Csprs"
"Acaa1b",0,4.89488537963961,0.016,0,0,"C_1m","Acaa1b"
"AC168977.1",0,7.58817926324246,0.014,0,0,"C_1m","AC168977.1"
"Abr",3.01935033824979e-307,0.76461111855434,0.105,0.04,6.59335533363608e-303,"C_1m","Abr"
"Stard9",6.40859191739688e-307,2.45800311680791,0.034,0.005,1.39944421700196e-302,"C_1m","Stard9"
"Gng12",7.81843414505781e-307,0.343782996157125,0.231,0.122,1.70731146425627e-302,"C_1m","Gng12"
"Neo1",1.95649975665364e-306,0.249060734601976,0.12,0.048,4.27240851860454e-302,"C_1m","Neo1"
